Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
198949,27in FHD Monitor,1.0,1240.76,05/19/19 13:28,"136 Elm St, New York, NY 61354"
158091,Macbook Pro Laptop,2.0,118.07,11/04/19 22:52,"694 Pine St, San Francisco, CA 10406"
144740,Samsung TV,1.0,1896.89,04/03/19 05:43,"485 Pine St, Los Angeles, CA 14165"
133286,27in FHD Monitor,1.0,584.34,11/28/19 18:51,"934 1st St, Atlanta, GA 85356"
151739,ThinkPad Laptop,1.0,247.6,11/09/19 06:01,"801 1st St, Boston, MA 81322"
184344,Lightning Charging Cable,1.0,841.16,04/11/19 13:04,"378 Pine St, Miami, FL 86980"
146210,ThinkPad Laptop,1.0,965.91,02/11/19 02:36,"570 Park St, Boston, MA 55004"
133251,Bose SoundSport Headphones,1.0,283.87,09/18/19 00:27,"537 Elm St, Denver, CO 25283"
191311,USB-C Charging Cable,2.0,1765.81,10/06/19 12:13,"731 Cedar St, Miami, FL 59133"
127876,27in FHD Monitor,1.0,859.8,11/29/19 15:50,"536 Cedar St, New York, NY 25483"
186901,LG Washing Machine,1.0,340.86,04/24/19 20:26,"761 3rd St, Denver, CO 13149"
159524,27in FHD Monitor,1.0,1097.62,04/04/19 13:45,"701 2nd St, Los Angeles, CA 40520"
121641,34in Ultrawide Monitor,3.0,1259.31,07/09/19 11:39,"591 2nd St, New York, NY 78803"
102033,Wired Headphones,1.0,1958.51,05/09/19 09:32,"530 Maple St, Denver, CO 16281"
175765,AA Batteries (4-pack),3.0,1451.28,10/12/19 04:13,"377 1st St, New York, NY 12730"
104524,Lightning Charging Cable,4.0,1038.3,07/27/19 15:03,"290 Elm St, Seattle, WA 44192"
102392,Lightning Charging Cable,1.0,759.97,03/29/19 19:39,"208 Main St, Chicago, IL 49721"
100499,27in FHD Monitor,4.0,897.55,10/07/19 12:53,"279 Park St, Seattle, WA 55446"
113206,LG Washing Machine,5.0,76.88,08/17/19 22:45,
182404,Bose SoundSport Headphones,1.0,183.48,05/18/19 19:07,"621 Cedar St, Chicago, IL 14205"
116758,USB-C Charging Cable,3.0,682.07,09/29/19 02:45,"533 Pine St, Denver, CO 96509"
199509,20in Monitor,1.0,1203.14,06/10/19 16:00,"452 1st St, San Francisco, CA 81995"
143247,Macbook Pro Laptop,1.0,753.84,08/17/19 10:55,"370 2nd St, Atlanta, GA 91511"
175217,Lightning Charging Cable,3.0,784.9,10/09/19 02:12,"106 Pine St, Los Angeles, CA 19301"
134265,Lightning Charging Cable,2.0,419.49,02/05/19 21:58,"449 2nd St, Los Angeles, CA 35388"
130862,USB-C Charging Cable,2.0,1709.86,05/04/19 04:03,"187 1st St, Dallas, TX 11835"
196759,ThinkPad Laptop,1.0,1441.86,01/12/19 22:38,"546 Cedar St, Los Angeles, CA 62052"
155148,Lightning Charging Cable,1.0,1758.95,06/04/19 01:53,"503 3rd St, New York, NY 63957"
101546,Bose SoundSport Headphones,1.0,1681.21,02/04/19 07:41,"932 Oak St, Denver, CO 28431"
111236,Google Phone,3.0,1210.06,04/23/19 04:31,"822 Cedar St, Los Angeles, CA 81380"
123285,Macbook Pro Laptop,2.0,372.91,09/24/19 11:33,"977 Cedar St, Denver, CO 96111"
164393,Samsung TV,1.0,562.36,04/02/19 20:14,"364 1st St, New York, NY 62805"
181863,Samsung TV,1.0,144.09,04/14/19 14:12,"180 2nd St, Dallas, TX 93776"
198427,Samsung TV,1.0,80.81,06/17/19 13:36,"736 1st St, San Francisco, CA 35898"
125529,Macbook Pro Laptop,5.0,66.85,08/10/19 04:42,"162 Park St, Los Angeles, CA 14411"
154247,20in Monitor,2.0,1668.22,09/02/19 06:44,"724 Oak St, Denver, CO 88481"
173974,Macbook Pro Laptop,1.0,1688.91,12/14/19 01:36,"893 2nd St, Denver, CO 92948"
184353,Samsung TV,3.0,406.77,04/19/19 05:47,"668 1st St, New York, NY 16614"
128033,Bose SoundSport Headphones,1.0,1540.88,11/08/19 06:19,"700 Main St, Miami, FL 30999"
135729,AA Batteries (4-pack),1.0,838.17,10/01/19 01:00,"700 2nd St, New York, NY 46522"
133497,Lightning Charging Cable,4.0,1718.48,01/13/19 01:09,"360 2nd St, Denver, CO 85336"
190611,LG Washing Machine,2.0,556.69,07/28/19 23:04,"344 Cedar St, Seattle, WA 43049"
184423,ThinkPad Laptop,4.0,1256.16,04/26/19 20:54,"985 3rd St, Atlanta, GA 40877"
180181,27in FHD Monitor,1.0,580.53,08/23/19 21:57,"542 1st St, Los Angeles, CA 93736"
154868,20in Monitor,1.0,101.37,01/23/19 14:00,"237 2nd St, New York, NY 17769"
149077,Wired Headphones,1.0,941.73,12/28/19 03:00,"170 Cedar St, New York, NY 79618"
146242,Macbook Pro Laptop,1.0,473.2,06/22/19 01:32,"151 Cedar St, Los Angeles, CA 47685"
138027,Macbook Pro Laptop,,1732.46,05/08/19 16:24,"546 Oak St, Seattle, WA 65147"
123025,iPhone,1.0,1996.56,04/23/19 10:37,"270 3rd St, Los Angeles, CA 14148"
199305,20in Monitor,1.0,527.93,10/28/19 11:33,"917 2nd St, San Francisco, CA 23506"
184810,ThinkPad Laptop,2.0,217.89,05/19/19 12:54,"678 Park St, Dallas, TX 38698"
123373,LG Washing Machine,5.0,1294.03,03/15/19 07:11,"120 3rd St, San Francisco, CA 84305"
160697,Wired Headphones,3.0,411.16,03/17/19 19:39,"779 3rd St, Seattle, WA 70498"
104046,Wired Headphones,,1952.4,09/02/19 05:07,"646 Oak St, Seattle, WA 99126"
152851,Wired Headphones,1.0,826.58,08/29/19 15:17,"769 3rd St, Atlanta, GA 69565"
195086,AA Batteries (4-pack),2.0,676.4,10/01/19 21:28,"859 1st St, New York, NY 50811"
169735,Macbook Pro Laptop,1.0,1990.61,05/19/19 18:56,"146 Main St, Seattle, WA 47186"
179124,USB-C Charging Cable,1.0,1467.67,06/26/19 21:31,"956 Main St, Miami, FL 46220"
170575,Bose SoundSport Headphones,1.0,373.37,12/17/19 00:30,"568 Park St, Seattle, WA 60962"
136883,Lightning Charging Cable,2.0,1885.0,09/14/19 05:06,"264 3rd St, Dallas, TX 56540"
113981,Bose SoundSport Headphones,1.0,66.05,08/31/19 23:29,"589 3rd St, New York, NY 63498"
137139,Samsung TV,1.0,1882.31,03/29/19 22:38,"932 Main St, Dallas, TX 94737"
137492,27in FHD Monitor,1.0,516.87,10/02/19 19:10,"118 Main St, Los Angeles, CA 52339"
188377,Lightning Charging Cable,1.0,747.37,04/10/19 00:12,"676 Cedar St, New York, NY 35497"
194095,Macbook Pro Laptop,1.0,1725.25,10/17/19 15:18,"732 Oak St, Seattle, WA 13367"
162481,Bose SoundSport Headphones,1.0,1461.74,05/14/19 15:20,"691 Oak St, Chicago, IL 78351"
168168,Macbook Pro Laptop,1.0,1488.44,08/29/19 16:53,"346 Park St, New York, NY 73826"
117729,iPhone,1.0,598.83,03/16/19 07:52,"209 Maple St, Chicago, IL 23303"
112788,34in Ultrawide Monitor,1.0,140.27,05/25/19 00:14,"492 3rd St, New York, NY 76332"
196157,Lightning Charging Cable,1.0,,03/11/19 20:17,"964 Cedar St, Los Angeles, CA 26032"
175369,34in Ultrawide Monitor,1.0,1689.86,10/31/19 06:48,"780 Pine St, San Francisco, CA 47883"
112972,ThinkPad Laptop,2.0,,02/25/19 04:47,"648 3rd St, Atlanta, GA 48928"
199271,AA Batteries (4-pack),1.0,1919.05,03/09/19 16:11,"813 Oak St, Miami, FL 82283"
187059,LG Washing Machine,1.0,1533.89,08/20/19 08:05,"504 Cedar St, San Francisco, CA 12431"
170868,Wired Headphones,1.0,429.19,04/21/19 14:28,
123967,20in Monitor,1.0,338.81,03/02/19 14:52,"204 Park St, Atlanta, GA 90775"
198475,Apple Airpods,1.0,1580.21,12/27/19 23:17,"283 Elm St, San Francisco, CA 84556"
141210,AA Batteries (4-pack),1.0,1713.32,03/18/19 02:47,"415 Maple St, Denver, CO 82626"
149232,USB-C Charging Cable,1.0,1330.0,06/06/19 09:46,"906 1st St, Chicago, IL 24490"
156968,LG Washing Machine,1.0,1608.4,07/25/19 08:40,"371 3rd St, San Francisco, CA 71766"
180306,20in Monitor,3.0,882.06,10/29/19 22:49,"638 Elm St, Chicago, IL 51721"
108795,LG Washing Machine,1.0,1591.71,12/23/19 08:18,"470 Pine St, San Francisco, CA 51888"
199741,34in Ultrawide Monitor,2.0,1533.15,09/26/19 06:19,"325 2nd St, Chicago, IL 17937"
104912,Wired Headphones,1.0,1585.36,07/02/19 01:43,"424 Park St, Chicago, IL 49549"
108557,34in Ultrawide Monitor,1.0,802.73,01/29/19 17:04,"939 Park St, San Francisco, CA 30632"
145748,Bose SoundSport Headphones,1.0,609.94,01/08/19 20:29,"524 Oak St, Los Angeles, CA 65113"
130606,27in FHD Monitor,2.0,189.17,,"235 2nd St, Chicago, IL 83321"
186967,Bose SoundSport Headphones,1.0,58.9,04/27/19 22:38,"985 Cedar St, Atlanta, GA 10709"
189752,Wired Headphones,2.0,1807.67,08/18/19 14:32,"602 3rd St, San Francisco, CA 46049"
154223,20in Monitor,1.0,806.86,03/07/19 12:30,"682 2nd St, Seattle, WA 10510"
163112,Lightning Charging Cable,2.0,282.15,12/21/19 21:30,"382 Oak St, New York, NY 12564"
131355,20in Monitor,2.0,1306.81,07/07/19 15:47,"729 Cedar St, Denver, CO 67212"
134273,Wired Headphones,1.0,129.16,12/24/19 06:13,"315 Pine St, Boston, MA 99928"
153820,Bose SoundSport Headphones,1.0,1641.1,05/10/19 14:17,"859 Elm St, Atlanta, GA 81387"
178940,Wired Headphones,2.0,1604.04,12/27/19 03:32,"703 Cedar St, Los Angeles, CA 47507"
130861,Bose SoundSport Headphones,1.0,1511.12,12/18/19 22:33,"270 Park St, Dallas, TX 54110"
138113,Lightning Charging Cable,1.0,1868.23,03/13/19 06:44,"410 Elm St, San Francisco, CA 97323"
151117,USB-C Charging Cable,1.0,1534.48,02/06/19 22:13,"935 2nd St, New York, NY 61703"
167164,Bose SoundSport Headphones,2.0,140.03,09/16/19 15:59,"781 Cedar St, Seattle, WA 54251"
166109,LG Washing Machine,1.0,1492.48,,"276 Park St, Miami, FL 72399"
120743,Wired Headphones,1.0,1133.5,03/25/19 02:34,"407 Pine St, Chicago, IL 16972"
156774,Apple Airpods,1.0,1493.22,10/28/19 22:40,"721 3rd St, Denver, CO 71724"
134548,Apple Airpods,1.0,1552.15,12/14/19 04:32,"871 Oak St, San Francisco, CA 45034"
152770,Apple Airpods,1.0,1305.61,08/16/19 02:45,"568 Cedar St, Los Angeles, CA 32595"
165343,Google Phone,1.0,1114.21,11/08/19 14:15,"701 2nd St, Boston, MA 13632"
169405,Samsung TV,3.0,151.74,06/11/19 08:44,"465 Main St, Chicago, IL 87274"
120415,AA Batteries (4-pack),1.0,607.4,02/27/19 20:12,"251 Elm St, San Francisco, CA 67350"
196023,Macbook Pro Laptop,4.0,281.15,10/10/19 11:13,"343 Oak St, San Francisco, CA 15282"
119940,USB-C Charging Cable,1.0,1399.43,01/15/19 15:37,"131 2nd St, Seattle, WA 29765"
154190,Wired Headphones,1.0,96.08,12/07/19 07:03,"935 Oak St, Miami, FL 77831"
143593,iPhone,1.0,1925.15,06/17/19 21:57,"617 Cedar St, San Francisco, CA 88594"
144172,20in Monitor,1.0,395.54,12/06/19 20:07,"167 Main St, Miami, FL 23158"
167912,iPhone,1.0,1446.36,10/07/19 06:58,"544 Oak St, Miami, FL 29768"
192117,AA Batteries (4-pack),1.0,110.74,04/21/19 20:19,"301 Maple St, Los Angeles, CA 46216"
136134,Apple Airpods,1.0,1095.82,08/24/19 16:23,"637 3rd St, Miami, FL 15822"
107100,ThinkPad Laptop,1.0,1777.77,08/17/19 12:19,"453 2nd St, New York, NY 17558"
160785,Wired Headphones,1.0,1643.78,07/05/19 21:46,"433 Pine St, Chicago, IL 17342"
192618,20in Monitor,3.0,1927.0,07/26/19 22:08,"716 2nd St, Los Angeles, CA 65902"
196244,Macbook Pro Laptop,1.0,1553.34,04/21/19 07:56,"506 Maple St, Seattle, WA 84680"
111681,Google Phone,1.0,1943.93,11/13/19 04:57,"827 Maple St, Los Angeles, CA 59180"
111500,Lightning Charging Cable,1.0,376.54,12/27/19 19:03,"205 Park St, Dallas, TX 99741"
183033,Google Phone,,1159.22,11/10/19 02:53,"309 Maple St, Chicago, IL 88822"
143991,Google Phone,2.0,1233.35,01/10/19 18:01,"788 1st St, Denver, CO 46646"
180847,iPhone,1.0,254.69,09/22/19 17:33,"939 Main St, New York, NY 43862"
154426,Bose SoundSport Headphones,2.0,572.19,03/30/19 19:35,"743 Pine St, Atlanta, GA 80226"
175929,34in Ultrawide Monitor,3.0,1656.06,01/19/19 06:53,"841 Maple St, Atlanta, GA 91982"
108893,iPhone,1.0,1266.76,11/06/19 23:03,"367 3rd St, San Francisco, CA 79079"
158546,ThinkPad Laptop,1.0,1593.3,03/29/19 19:00,"348 Park St, Denver, CO 25666"
128463,Samsung TV,2.0,299.86,05/07/19 13:59,"510 1st St, Atlanta, GA 42883"
129635,Google Phone,1.0,1775.23,11/25/19 06:50,"588 Park St, Los Angeles, CA 67139"
177542,USB-C Charging Cable,1.0,237.49,08/19/19 00:48,"972 Oak St, Seattle, WA 55719"
190680,LG Washing Machine,2.0,637.12,08/16/19 04:41,"773 Elm St, Boston, MA 16662"
181760,AA Batteries (4-pack),1.0,1891.23,11/15/19 15:14,"671 Main St, Seattle, WA 42599"
146107,Lightning Charging Cable,1.0,1859.57,08/13/19 10:19,"933 Park St, Boston, MA 47276"
110554,Macbook Pro Laptop,1.0,1075.13,05/08/19 04:29,"205 Pine St, San Francisco, CA 70639"
108319,Apple Airpods,1.0,1647.09,06/14/19 07:21,"426 Main St, Miami, FL 38246"
153295,ThinkPad Laptop,1.0,556.26,10/07/19 16:15,"923 Oak St, Atlanta, GA 39803"
146108,USB-C Charging Cable,1.0,1083.67,03/05/19 12:24,"654 Park St, Chicago, IL 42839"
130859,AA Batteries (4-pack),1.0,1133.96,11/22/19 18:04,"881 Main St, Miami, FL 49440"
140756,USB-C Charging Cable,3.0,94.57,04/13/19 21:07,"667 Elm St, Miami, FL 28283"
102233,Wired Headphones,1.0,325.89,09/15/19 21:38,"664 Oak St, Denver, CO 79351"
132127,20in Monitor,1.0,1666.94,10/25/19 21:40,"320 Oak St, Chicago, IL 70372"
193626,AA Batteries (4-pack),1.0,1784.49,08/04/19 21:40,"154 1st St, Boston, MA 81237"
171259,27in FHD Monitor,1.0,866.84,10/03/19 16:42,"481 Pine St, Chicago, IL 66720"
163408,ThinkPad Laptop,2.0,911.44,07/13/19 19:37,"889 Maple St, Dallas, TX 15117"
177291,,1.0,134.36,04/04/19 05:40,"885 3rd St, Chicago, IL 57130"
124784,Wired Headphones,3.0,255.76,05/22/19 10:45,"215 Park St, San Francisco, CA 19385"
196623,LG Washing Machine,1.0,1342.78,10/10/19 15:11,"456 Park St, Seattle, WA 79711"
148903,LG Washing Machine,4.0,1192.99,12/25/19 14:11,"712 Main St, San Francisco, CA 30307"
154125,AA Batteries (4-pack),2.0,1995.12,11/20/19 13:09,"255 Cedar St, San Francisco, CA 43571"
130160,27in FHD Monitor,1.0,31.06,02/26/19 04:23,"742 1st St, Los Angeles, CA 50686"
120546,Macbook Pro Laptop,1.0,871.23,02/19/19 02:02,"264 Oak St, Chicago, IL 17012"
149235,Wired Headphones,2.0,1060.81,05/04/19 16:16,"978 Park St, Seattle, WA 41432"
121835,20in Monitor,1.0,212.97,11/12/19 20:38,
131370,Lightning Charging Cable,2.0,1221.63,06/13/19 05:26,"763 2nd St, Seattle, WA 35879"
162587,Bose SoundSport Headphones,1.0,404.66,06/01/19 15:43,"158 Oak St, Seattle, WA 59632"
150148,iPhone,3.0,280.89,12/23/19 15:40,"637 3rd St, New York, NY 29419"
107776,Bose SoundSport Headphones,1.0,134.82,03/25/19 20:51,"145 Pine St, Boston, MA 70570"
178085,Google Phone,5.0,80.64,01/14/19 02:54,"478 1st St, New York, NY 39842"
169168,20in Monitor,1.0,1196.45,03/23/19 04:04,"277 Pine St, Los Angeles, CA 42681"
165577,Wired Headphones,5.0,1614.92,08/21/19 11:03,"332 Pine St, Los Angeles, CA 56125"
174346,20in Monitor,1.0,1179.01,10/14/19 22:35,"650 3rd St, San Francisco, CA 48459"
177657,iPhone,3.0,1219.76,08/13/19 19:47,"248 3rd St, Seattle, WA 93820"
161703,Apple Airpods,1.0,442.54,01/31/19 17:27,"127 Cedar St, Chicago, IL 88308"
138949,LG Washing Machine,1.0,832.57,07/27/19 11:48,"762 Cedar St, San Francisco, CA 14627"
182077,Wired Headphones,1.0,1024.96,11/09/19 16:06,"947 Oak St, New York, NY 55360"
120263,27in FHD Monitor,1.0,675.15,11/16/19 22:42,"861 2nd St, Seattle, WA 62279"
113379,34in Ultrawide Monitor,2.0,756.87,01/13/19 18:19,"987 3rd St, San Francisco, CA 53954"
131754,Lightning Charging Cable,1.0,207.6,04/06/19 19:42,"752 Elm St, Los Angeles, CA 98635"
179152,Wired Headphones,1.0,459.49,01/17/19 06:44,"983 Elm St, Atlanta, GA 37834"
110206,LG Washing Machine,1.0,1007.67,09/08/19 23:23,"963 Pine St, Los Angeles, CA 24892"
172235,34in Ultrawide Monitor,1.0,1193.3,03/10/19 03:04,"656 2nd St, Atlanta, GA 64231"
122933,20in Monitor,1.0,45.99,11/10/19 19:02,"794 1st St, Dallas, TX 63135"
157523,27in FHD Monitor,1.0,875.67,02/21/19 01:11,"339 Cedar St, Boston, MA 52391"
100582,iPhone,1.0,1637.75,04/21/19 15:35,"329 Elm St, Boston, MA 25855"
193189,LG Washing Machine,2.0,1536.61,06/25/19 14:13,"122 Elm St, New York, NY 31412"
166565,Apple Airpods,1.0,821.55,08/14/19 10:43,"906 2nd St, Seattle, WA 60485"
179990,27in FHD Monitor,1.0,384.91,04/18/19 11:55,"772 Maple St, San Francisco, CA 29526"
153519,AA Batteries (4-pack),4.0,309.46,05/16/19 00:19,"119 Maple St, Denver, CO 95907"
117768,Samsung TV,1.0,645.47,10/07/19 00:58,"566 1st St, Miami, FL 66457"
168441,Apple Airpods,1.0,876.16,06/06/19 04:17,"169 Pine St, Atlanta, GA 28920"
158273,iPhone,1.0,650.42,03/24/19 07:51,"883 Main St, Atlanta, GA 93357"
110262,27in FHD Monitor,2.0,258.56,10/17/19 17:38,"462 Elm St, Miami, FL 70131"
192296,27in FHD Monitor,5.0,206.33,07/29/19 02:40,"542 Cedar St, Chicago, IL 50476"
186403,Google Phone,2.0,1856.73,10/06/19 16:28,"937 Pine St, Miami, FL 53689"
199508,34in Ultrawide Monitor,5.0,1161.57,02/14/19 20:38,"560 Main St, Atlanta, GA 78850"
108158,Lightning Charging Cable,1.0,1460.78,08/20/19 05:17,"447 Oak St, Los Angeles, CA 54925"
159074,Bose SoundSport Headphones,3.0,1978.93,09/23/19 09:56,"556 Elm St, Miami, FL 33333"
130529,Samsung TV,1.0,1284.74,04/22/19 14:49,"353 Park St, Chicago, IL 10358"
143523,AA Batteries (4-pack),2.0,465.57,12/13/19 10:12,"296 3rd St, Los Angeles, CA 46392"
182685,Google Phone,1.0,1745.12,08/17/19 11:39,"239 Elm St, Seattle, WA 67647"
181070,34in Ultrawide Monitor,1.0,63.28,05/25/19 05:48,"939 Park St, Los Angeles, CA 60503"
134183,Bose SoundSport Headphones,1.0,1243.65,01/26/19 12:48,"995 Main St, Dallas, TX 73338"
108468,34in Ultrawide Monitor,1.0,525.37,03/27/19 14:07,"832 2nd St, Los Angeles, CA 57189"
169268,Apple Airpods,2.0,327.5,03/19/19 10:31,"311 Pine St, Chicago, IL 33933"
178987,20in Monitor,1.0,804.63,05/06/19 14:28,"678 Park St, Atlanta, GA 35003"
145144,Bose SoundSport Headphones,1.0,1494.66,10/22/19 19:16,"938 1st St, New York, NY 24368"
177382,Bose SoundSport Headphones,1.0,961.6,04/06/19 05:35,"999 Park St, Dallas, TX 96288"
126637,27in FHD Monitor,1.0,819.43,05/25/19 21:51,"730 Elm St, Dallas, TX 93474"
164304,Apple Airpods,,1907.24,04/04/19 15:29,"991 Elm St, Boston, MA 77007"
117315,27in FHD Monitor,1.0,1377.94,03/20/19 19:49,"298 Main St, Los Angeles, CA 87992"
102686,AA Batteries (4-pack),1.0,1565.74,05/19/19 23:48,"271 Pine St, Seattle, WA 28038"
192690,ThinkPad Laptop,1.0,1341.76,11/15/19 17:01,"495 2nd St, Boston, MA 42252"
112065,Samsung TV,1.0,1931.46,11/30/19 21:36,"727 2nd St, Boston, MA 57162"
195746,LG Washing Machine,4.0,1931.1,07/18/19 11:47,"985 Elm St, Denver, CO 89653"
111348,LG Washing Machine,1.0,1860.56,05/29/19 23:42,"441 3rd St, Denver, CO 20054"
170736,Lightning Charging Cable,1.0,840.37,07/15/19 13:10,"858 Cedar St, Boston, MA 26903"
107693,ThinkPad Laptop,1.0,510.97,11/04/19 04:50,"333 2nd St, New York, NY 46037"
106838,20in Monitor,1.0,1778.55,06/06/19 03:51,"768 Park St, Boston, MA 96682"
182288,LG Washing Machine,1.0,1909.6,10/06/19 07:47,"838 Elm St, San Francisco, CA 37682"
192077,20in Monitor,1.0,1346.53,10/02/19 07:18,"485 Oak St, Dallas, TX 74463"
128382,iPhone,1.0,508.89,11/08/19 09:17,"252 2nd St, Dallas, TX 58612"
117649,Lightning Charging Cable,1.0,767.35,12/16/19 20:54,"249 Maple St, New York, NY 82421"
184650,Macbook Pro Laptop,2.0,1465.95,09/06/19 04:44,
131366,USB-C Charging Cable,1.0,778.12,03/01/19 07:05,"425 Cedar St, Chicago, IL 65490"
198491,Apple Airpods,3.0,1293.23,06/18/19 04:02,"915 3rd St, Chicago, IL 76205"
151326,34in Ultrawide Monitor,1.0,113.57,05/03/19 11:12,"327 Main St, Los Angeles, CA 57066"
189048,ThinkPad Laptop,3.0,1022.3,06/13/19 23:33,"641 2nd St, Seattle, WA 61850"
181507,Macbook Pro Laptop,1.0,1669.43,04/16/19 05:56,"531 1st St, Miami, FL 26786"
189352,Macbook Pro Laptop,2.0,781.15,03/22/19 05:20,"198 1st St, Miami, FL 14802"
153033,Macbook Pro Laptop,1.0,800.68,07/12/19 00:07,"258 Main St, Seattle, WA 63179"
108585,Wired Headphones,1.0,484.4,03/28/19 12:51,"995 Park St, Chicago, IL 30979"
126080,ThinkPad Laptop,1.0,1538.76,06/12/19 17:56,"106 Elm St, Miami, FL 10966"
168105,AA Batteries (4-pack),1.0,234.8,09/23/19 17:55,"478 Elm St, Chicago, IL 92811"
184723,USB-C Charging Cable,2.0,1169.82,03/19/19 06:07,"532 Maple St, Dallas, TX 13664"
176456,Lightning Charging Cable,1.0,1779.15,11/11/19 15:07,"954 Maple St, Miami, FL 85501"
166070,Google Phone,1.0,583.96,04/14/19 20:13,"531 Oak St, Los Angeles, CA 84531"
168474,,3.0,1856.27,02/14/19 03:53,"445 Park St, Dallas, TX 79677"
135908,Google Phone,1.0,1874.42,04/02/19 15:25,"949 1st St, Seattle, WA 67968"
110758,Google Phone,1.0,289.83,10/13/19 22:55,"223 Maple St, Seattle, WA 92374"
107172,Macbook Pro Laptop,5.0,99.37,10/07/19 11:47,"828 Cedar St, Dallas, TX 64881"
180250,Wired Headphones,2.0,1208.44,03/21/19 08:26,"354 Cedar St, Los Angeles, CA 88630"
105677,34in Ultrawide Monitor,2.0,275.44,08/03/19 04:48,"373 1st St, San Francisco, CA 64233"
187275,iPhone,1.0,1288.95,12/23/19 16:01,"207 Park St, Seattle, WA 12267"
182899,Macbook Pro Laptop,1.0,881.87,05/24/19 23:09,"962 3rd St, San Francisco, CA 10988"
188068,,1.0,1616.88,11/15/19 22:34,"586 Park St, Miami, FL 16449"
190587,20in Monitor,5.0,1896.53,10/05/19 19:21,"664 3rd St, San Francisco, CA 16183"
124750,Apple Airpods,1.0,1259.93,10/27/19 00:09,"584 1st St, Boston, MA 82852"
157869,Samsung TV,2.0,936.84,06/10/19 14:52,"282 Maple St, Denver, CO 60292"
169125,Wired Headphones,1.0,1005.51,08/05/19 07:13,"336 Cedar St, Los Angeles, CA 48405"
150247,Bose SoundSport Headphones,1.0,727.45,08/17/19 21:15,"228 Pine St, Chicago, IL 62421"
133571,Bose SoundSport Headphones,2.0,1526.16,03/10/19 12:22,"610 Elm St, New York, NY 72548"
171754,Lightning Charging Cable,1.0,527.36,08/28/19 09:16,"410 3rd St, New York, NY 23697"
191974,34in Ultrawide Monitor,2.0,919.84,12/26/19 09:29,"889 1st St, New York, NY 52726"
187787,20in Monitor,1.0,1956.06,06/30/19 23:34,"971 Maple St, Atlanta, GA 94384"
154134,Macbook Pro Laptop,1.0,1064.99,10/21/19 18:34,"988 Pine St, Boston, MA 38674"
144451,Macbook Pro Laptop,1.0,1570.87,01/24/19 04:09,"674 Oak St, San Francisco, CA 59774"
112603,Lightning Charging Cable,1.0,678.74,03/23/19 08:31,"154 Park St, Seattle, WA 78981"
109980,Lightning Charging Cable,1.0,396.25,11/30/19 18:33,"617 3rd St, Los Angeles, CA 13158"
194205,Apple Airpods,2.0,625.15,06/24/19 21:57,"367 Maple St, Chicago, IL 11321"
180204,Bose SoundSport Headphones,1.0,387.08,02/11/19 22:02,"539 Cedar St, Denver, CO 47696"
143960,ThinkPad Laptop,1.0,1028.81,03/17/19 20:39,"581 3rd St, Miami, FL 82791"
125082,34in Ultrawide Monitor,5.0,1940.82,01/31/19 19:14,"427 Maple St, Chicago, IL 81775"
170003,Google Phone,2.0,627.82,07/22/19 00:32,"928 1st St, Atlanta, GA 91049"
117891,Lightning Charging Cable,4.0,83.47,12/17/19 02:38,"329 1st St, Seattle, WA 62584"
141238,Wired Headphones,1.0,1590.5,11/04/19 05:20,"101 Main St, Denver, CO 85570"
128912,27in FHD Monitor,3.0,843.12,02/16/19 14:31,"331 Elm St, Los Angeles, CA 75780"
108688,AA Batteries (4-pack),1.0,965.11,12/11/19 01:13,"320 Park St, Atlanta, GA 89903"
140855,ThinkPad Laptop,1.0,1508.96,05/14/19 11:09,"773 Oak St, Atlanta, GA 43156"
115603,Apple Airpods,1.0,837.91,03/15/19 07:09,"808 1st St, Chicago, IL 29363"
132819,Lightning Charging Cable,1.0,1578.95,04/05/19 06:13,"432 1st St, Chicago, IL 34149"
191425,AA Batteries (4-pack),1.0,1377.93,06/17/19 21:13,"460 Park St, Atlanta, GA 25044"
161216,ThinkPad Laptop,4.0,917.49,12/10/19 14:15,"549 Maple St, San Francisco, CA 21233"
135888,AA Batteries (4-pack),1.0,1944.94,12/16/19 14:17,"338 3rd St, Los Angeles, CA 51799"
103680,AA Batteries (4-pack),2.0,913.15,07/21/19 06:47,"883 1st St, Boston, MA 48069"
116770,Macbook Pro Laptop,1.0,393.52,08/11/19 22:24,"177 1st St, New York, NY 87732"
151220,iPhone,1.0,1901.27,02/17/19 11:54,"710 Park St, Dallas, TX 62168"
125148,Bose SoundSport Headphones,1.0,1864.26,05/15/19 00:29,"129 Main St, Miami, FL 46118"
174986,ThinkPad Laptop,3.0,1768.85,05/04/19 17:05,"918 Main St, Miami, FL 40462"
153656,20in Monitor,1.0,1453.65,08/18/19 12:17,"540 Park St, Seattle, WA 34041"
161380,Google Phone,1.0,167.72,04/28/19 20:03,"460 Cedar St, Boston, MA 70802"
172490,27in FHD Monitor,4.0,200.75,05/01/19 17:41,"766 Park St, Denver, CO 89658"
159387,Macbook Pro Laptop,1.0,1394.73,03/21/19 06:52,"695 2nd St, Los Angeles, CA 78058"
143181,Lightning Charging Cable,2.0,900.97,11/20/19 21:09,"414 Cedar St, Denver, CO 67203"
128895,ThinkPad Laptop,1.0,1249.89,12/13/19 20:15,"585 2nd St, Seattle, WA 97624"
