OrderID,Product,Quantity,Price,OrderDate,Address,Hour,DayOfWeek,Year,Month,Sales,City,State,ZipCode,Category,CumulativeSales,Rolling7DaySales,Region,OrderValueCategory,IsBundle,Season
121224,20in Monitor,1,1655.34,2019-02-04 14:57:00,"316 Oak St, San Francisco, CA 77166",14,Monday,2019,2,1655.34,San Francisco,CA,77166,Computer & Display,17515076.870000068,20311.45,West,Medium,False,Winter
151850,Macbook Pro Laptop,1,151.23,2019-02-04 14:57:00,"197 Oak St, Dallas, TX 87985",14,Monday,2019,2,151.23,Dallas,TX,87985,Computer & Display,17515228.10000007,18656.65,South,Low,False,Winter
157406,USB-C Charging Cable,1,1539.01,2019-02-04 15:04:00,"587 Cedar St, Dallas, TX 75397",15,Monday,2019,2,1539.01,Dallas,TX,75397,Accessory,17516767.11000007,20160.360000000004,South,Medium,False,Winter
121643,Macbook Pro Laptop,1,1614.05,2019-02-04 15:19:00,"258 2nd St, New York, NY 39372",15,Monday,2019,2,1614.05,New York,NY,39372,Computer & Display,17520901.86000007,7480.330000000002,Northeast,Medium,False,Winter
183164,Wired Headphones,1,296.76,2019-02-04 15:19:00,"655 Maple St, Miami, FL 79547",15,Monday,2019,2,296.76,Miami,FL,79547,Audio,17521198.62000007,6121.750000000002,South,Low,False,Winter
190696,Apple Airpods,5,1102.69,2019-02-04 15:42:00,"726 Main St, San Francisco, CA 79060",15,Monday,2019,2,5513.450000000001,San Francisco,CA,79060,Audio,17526712.07000007,11483.970000000003,West,High,False,Winter
130704,AA Batteries (4-pack),1,646.31,2019-02-04 16:03:00,"533 Park St, Miami, FL 52056",16,Monday,2019,2,646.31,Miami,FL,52056,Accessory,17531545.850000072,12980.100000000004,South,Low,False,Winter
157316,LG Washing Machine,1,1890.89,2019-02-04 16:13:00,"303 1st St, New York, NY 41338",16,Monday,2019,2,1890.89,New York,NY,41338,Other,17533436.740000073,14148.930000000002,Northeast,Medium,False,Winter
177646,AA Batteries (4-pack),1,1466.05,2019-02-04 16:32:00,"340 3rd St, Dallas, TX 20054",16,Monday,2019,2,1466.05,Dallas,TX,20054,Accessory,17535199.730000075,14001.110000000002,South,Medium,False,Winter
199842,Lightning Charging Cable,2,194.3,2019-02-04 16:37:00,"572 Main St, San Francisco, CA 90831",16,Monday,2019,2,388.6,San Francisco,CA,90831,Accessory,17535588.330000076,8876.260000000002,West,Low,False,Winter
153469,LG Washing Machine,3,379.89,2019-02-04 16:41:00,"719 Main St, San Francisco, CA 57051",16,Monday,2019,2,1139.67,San Francisco,CA,57051,Other,17536728.00000008,8484.920000000002,West,Medium,False,Winter
138686,Samsung TV,5,721.38,2019-02-04 16:58:00,"767 Pine St, Los Angeles, CA 40685",16,Monday,2019,2,3606.9,Los Angeles,CA,40685,Other,17543431.42000008,9994.680000000002,West,Medium,False,Winter
145741,20in Monitor,2,518.8,2019-02-04 17:03:00,"285 Oak St, Los Angeles, CA 46134",17,Monday,2019,2,1037.6,Los Angeles,CA,46134,Computer & Display,17548669.850000083,13081.520000000002,West,Medium,False,Winter
128633,20in Monitor,1,1317.07,2019-02-04 17:19:00,"825 1st St, San Francisco, CA 63103",17,Monday,2019,2,1317.07,San Francisco,CA,63103,Computer & Display,17551695.810000084,11871.29,West,Medium,False,Winter
122790,Bose SoundSport Headphones,1,1825.92,2019-02-04 17:38:00,"254 Oak St, Miami, FL 25429",17,Monday,2019,2,1825.92,Miami,FL,25429,Audio,17556650.670000087,7980.8200000000015,South,Medium,False,Winter
161176,iPhone,1,749.7,2019-02-04 17:53:00,"610 Pine St, Dallas, TX 32103",17,Monday,2019,2,749.7,Dallas,TX,32103,Phone,17557400.370000087,8183.1100000000015,South,Low,False,Winter
197099,AA Batteries (4-pack),2,610.6,2019-02-04 17:57:00,"101 Oak St, San Francisco, CA 93213",17,Monday,2019,2,1221.2,San Francisco,CA,93213,Accessory,17558621.570000086,8242.830000000002,West,Medium,False,Winter
173791,ThinkPad Laptop,1,1332.73,2019-02-04 17:58:00,"737 Oak St, San Francisco, CA 26571",17,Monday,2019,2,1332.73,San Francisco,CA,26571,Computer & Display,17559954.300000086,8258.490000000002,West,Medium,False,Winter
191215,34in Ultrawide Monitor,1,1035.07,2019-02-04 18:00:00,"211 Oak St, Dallas, TX 43205",18,Monday,2019,2,1035.07,Dallas,TX,43205,Computer & Display,17660989.370000087,106359.38,South,Medium,False,Winter
130494,34in Ultrawide Monitor,2,787.25,2019-02-04 18:13:00,"591 2nd St, Los Angeles, CA 54069",18,Monday,2019,2,1574.5,Los Angeles,CA,54069,Computer & Display,17663565.990000088,106165.62,West,Medium,False,Winter
184226,ThinkPad Laptop,2,1276.72,2019-02-04 18:18:00,"816 Oak St, Los Angeles, CA 67927",18,Monday,2019,2,2553.44,Los Angeles,CA,67927,Computer & Display,17666119.43000009,107497.86,West,Medium,False,Winter
156181,34in Ultrawide Monitor,1,1610.91,2019-02-04 18:37:00,"542 2nd St, San Francisco, CA 66151",18,Monday,2019,2,1610.91,San Francisco,CA,66151,Computer & Display,17670919.730000086,9735.68,West,Medium,False,Winter
151639,Wired Headphones,1,718.68,2019-02-04 18:50:00,"735 Oak St, Dallas, TX 63030",18,Monday,2019,2,718.68,Dallas,TX,63030,Audio,17671638.410000086,8072.419999999999,South,Low,False,Winter
124109,AA Batteries (4-pack),2,1385.89,2019-02-04 18:53:00,"175 Oak St, Dallas, TX 82693",18,Monday,2019,2,2771.78,Dallas,TX,82693,Accessory,17674410.190000087,8290.76,South,Medium,False,Winter
192229,AA Batteries (4-pack),1,952.83,2019-02-04 18:55:00,"105 1st St, New York, NY 91613",18,Monday,2019,2,952.83,New York,NY,91613,Accessory,17675363.020000085,7995.62,Northeast,Low,False,Winter
184205,34in Ultrawide Monitor,1,1640.25,2019-02-04 19:09:00,"417 Maple St, Los Angeles, CA 39355",19,Monday,2019,2,1640.25,Los Angeles,CA,39355,Computer & Display,17677003.270000085,7860.76,West,Medium,False,Winter
123442,Apple Airpods,1,1266.72,2019-02-04 19:16:00,"287 Maple St, San Francisco, CA 58098",19,Monday,2019,2,1266.72,San Francisco,CA,58098,Audio,17678269.990000084,8961.17,West,Medium,False,Winter
144963,Wired Headphones,2,365.21,2019-02-04 19:24:00,"623 Maple St, New York, NY 32200",19,Monday,2019,2,730.42,New York,NY,32200,Audio,17680690.650000088,9052.24,Northeast,Low,False,Winter
154222,Macbook Pro Laptop,1,869.0,2019-02-04 19:35:00,"669 2nd St, Dallas, TX 86323",19,Monday,2019,2,869.0,Dallas,TX,86323,Computer & Display,17683799.150000088,8436.130000000001,South,Low,False,Winter
114075,Macbook Pro Laptop,1,905.45,2019-02-04 19:49:00,"752 Cedar St, Dallas, TX 60982",19,Monday,2019,2,905.45,Dallas,TX,60982,Computer & Display,17692985.830000088,13949.220000000001,South,Low,False,Winter
140509,20in Monitor,1,106.56,2019-02-04 20:04:00,"123 1st St, San Francisco, CA 78422",20,Monday,2019,2,106.56,San Francisco,CA,78422,Computer & Display,17693092.390000086,13132.16,West,Low,False,Winter
187583,27in FHD Monitor,1,1049.82,2019-02-04 20:23:00,"194 1st St, Dallas, TX 91496",20,Monday,2019,2,1049.82,Dallas,TX,91496,Computer & Display,17701984.600000087,8998.77,South,Medium,False,Winter
175486,Samsung TV,2,438.07,2019-02-04 20:29:00,"312 Pine St, New York, NY 43561",20,Monday,2019,2,876.14,New York,NY,43561,Other,17711313.000000086,15899.14,Northeast,Low,False,Winter
171153,Samsung TV,2,79.42,2019-02-04 20:40:00,"279 Park St, San Francisco, CA 95350",20,Monday,2019,2,158.84,San Francisco,CA,95350,Other,17711471.840000086,14478.48,West,Low,False,Winter
124660,Macbook Pro Laptop,1,1480.89,2019-02-04 20:41:00,"633 Maple St, New York, NY 95454",20,Monday,2019,2,1480.89,New York,NY,95454,Computer & Display,17712952.730000086,12017.949999999999,Northeast,Medium,False,Winter
188822,27in FHD Monitor,2,1997.73,2019-02-04 20:42:00,"107 Main St, New York, NY 70202",20,Monday,2019,2,3995.46,New York,NY,70202,Computer & Display,17717897.160000086,11044.86,Northeast,Medium,False,Winter
118730,LG Washing Machine,1,739.45,2019-02-04 20:53:00,"109 Pine St, Miami, FL 36561",20,Monday,2019,2,739.45,Miami,FL,36561,Other,17723521.970000084,12208.97,South,Low,False,Winter
124466,LG Washing Machine,1,732.88,2019-02-04 20:59:00,"394 Maple St, San Francisco, CA 22302",20,Monday,2019,2,732.88,San Francisco,CA,22302,Other,17731706.290000085,17804.59,West,Low,False,Winter
170903,20in Monitor,1,201.41,2019-02-04 21:11:00,"698 Pine St, Dallas, TX 86455",21,Monday,2019,2,201.41,Dallas,TX,86455,Computer & Display,17731907.700000085,14010.539999999999,South,Low,False,Winter
105618,Samsung TV,1,1753.64,2019-02-04 21:32:00,"503 Pine St, New York, NY 30267",21,Monday,2019,2,1753.64,New York,NY,30267,Other,17745224.280000087,14250.869999999999,Northeast,Medium,False,Winter
135785,Samsung TV,1,1662.72,2019-02-04 21:55:00,"266 1st St, Los Angeles, CA 93699",21,Monday,2019,2,1662.72,Los Angeles,CA,93699,Other,17749225.080000088,16220.720000000001,West,Medium,False,Winter
105080,Lightning Charging Cable,1,1236.06,2019-02-04 22:00:00,"118 Elm St, New York, NY 12285",22,Monday,2019,2,1236.06,New York,NY,12285,Accessory,17750461.140000086,16117.34,Northeast,Medium,False,Winter
133501,Lightning Charging Cable,1,473.2,2019-02-04 22:09:00,"439 Pine St, Miami, FL 13430",22,Monday,2019,2,473.2,Miami,FL,13430,Accessory,17751183.710000087,7713.07,South,Low,False,Winter
176331,20in Monitor,1,26.53,2019-02-04 22:34:00,"354 Cedar St, Miami, FL 11222",22,Monday,2019,2,26.53,Miami,FL,11222,Computer & Display,17761193.260000087,10482.75,South,Low,False,Winter
101068,Bose SoundSport Headphones,1,1465.68,2019-02-04 22:36:00,"115 Pine St, New York, NY 17071",22,Monday,2019,2,1465.68,New York,NY,17071,Audio,17762658.940000087,11475.23,Northeast,Medium,False,Winter
158893,Macbook Pro Laptop,2,1649.15,2019-02-04 22:49:00,"722 Cedar St, Los Angeles, CA 63984",22,Monday,2019,2,3298.3,Los Angeles,CA,63984,Computer & Display,17765957.240000088,13801.89,West,Medium,False,Winter
109465,ThinkPad Laptop,1,1844.45,2019-02-04 22:50:00,"154 Maple St, Dallas, TX 42543",22,Monday,2019,2,1844.45,Dallas,TX,42543,Computer & Display,17767801.690000087,13112.02,South,Medium,False,Winter
147812,Macbook Pro Laptop,1,1431.9,2019-02-04 22:57:00,"307 Cedar St, Miami, FL 78808",22,Monday,2019,2,1431.9,Miami,FL,78808,Computer & Display,17769233.590000086,11717.519999999999,South,Medium,False,Winter
195387,USB-C Charging Cable,1,1957.2,2019-02-04 22:58:00,"703 Pine St, New York, NY 85015",22,Monday,2019,2,1957.2,New York,NY,85015,Accessory,17771190.790000085,12165.5,Northeast,Medium,False,Winter
148739,Samsung TV,1,1219.61,2019-02-04 22:59:00,"731 Elm St, Dallas, TX 43700",22,Monday,2019,2,1219.61,Dallas,TX,43700,Other,17772410.400000084,11243.670000000002,South,Medium,False,Winter
129233,AA Batteries (4-pack),1,12.03,2019-02-04 23:01:00,"176 Cedar St, Los Angeles, CA 41800",23,Monday,2019,2,12.03,Los Angeles,CA,41800,Accessory,17772422.430000085,11229.17,West,Low,False,Winter
171808,Bose SoundSport Headphones,1,1146.06,2019-02-04 23:50:00,"814 3rd St, New York, NY 92266",23,Monday,2019,2,1146.06,New York,NY,92266,Audio,17778711.240000088,6300.84,Northeast,Medium,False,Winter
160280,USB-C Charging Cable,1,558.39,2019-02-04 23:51:00,"573 Maple St, Miami, FL 36083",23,Monday,2019,2,558.39,Miami,FL,36083,Accessory,17779269.63000009,6847.199999999999,South,Low,False,Winter
192090,AA Batteries (4-pack),1,1364.05,2019-02-04 23:51:00,"482 Main St, San Francisco, CA 74973",23,Monday,2019,2,1364.05,San Francisco,CA,74973,Accessory,17780633.68000009,7831.33,West,Medium,False,Winter
103140,USB-C Charging Cable,2,1129.68,2019-02-04 23:55:00,"819 1st St, Miami, FL 55783",23,Monday,2019,2,2259.36,Miami,FL,55783,Accessory,17782893.04000009,8637.57,South,Medium,False,Winter
136833,ThinkPad Laptop,3,45.98,2019-02-05 00:05:00,"537 Park St, Miami, FL 31774",0,Tuesday,2019,2,137.94,Miami,FL,31774,Computer & Display,17783030.98000009,7006.14,South,Low,False,Winter
160896,Google Phone,1,134.63,2019-02-05 00:06:00,"894 Pine St, San Francisco, CA 23215",0,Tuesday,2019,2,134.63,San Francisco,CA,23215,Phone,17783165.61000009,5935.650000000001,West,Low,False,Winter
164361,ThinkPad Laptop,1,1504.81,2019-02-05 00:09:00,"826 Elm St, Miami, FL 96582",0,Tuesday,2019,2,1504.81,Miami,FL,96582,Computer & Display,17784670.420000087,7105.24,South,Medium,False,Winter
147489,27in FHD Monitor,1,218.37,2019-02-05 00:35:00,"499 Pine St, San Francisco, CA 67752",0,Tuesday,2019,2,218.37,San Francisco,CA,67752,Computer & Display,17788652.94000009,5621.96,West,Low,False,Winter
181359,AA Batteries (4-pack),1,943.92,2019-02-05 00:50:00,"250 3rd St, San Francisco, CA 14180",0,Tuesday,2019,2,943.92,San Francisco,CA,14180,Accessory,17792367.750000093,6971.710000000001,West,Low,False,Winter
168548,iPhone,1,848.8,2019-02-05 01:00:00,"287 1st St, Miami, FL 20798",1,Tuesday,2019,2,848.8,Miami,FL,20798,Phone,17794902.110000096,5715.31,South,Low,False,Winter
155509,Bose SoundSport Headphones,1,1389.46,2019-02-05 01:09:00,"717 Cedar St, Miami, FL 81639",1,Tuesday,2019,2,1389.46,Miami,FL,81639,Audio,17798198.660000097,6774.83,South,Medium,False,Winter
180774,AA Batteries (4-pack),1,1479.92,2019-02-05 01:12:00,"917 Cedar St, Dallas, TX 23950",1,Tuesday,2019,2,1479.92,Dallas,TX,23950,Accessory,17799678.5800001,7310.83,South,Medium,False,Winter
195124,20in Monitor,1,915.8,2019-02-05 01:13:00,"239 Oak St, Miami, FL 37255",1,Tuesday,2019,2,915.8,Miami,FL,37255,Computer & Display,17800594.3800001,8133.719999999999,South,Low,False,Winter
113235,Lightning Charging Cable,3,1287.36,2019-02-05 01:16:00,"264 3rd St, San Francisco, CA 45226",1,Tuesday,2019,2,3862.08,San Francisco,CA,45226,Accessory,17804456.460000098,11331.07,West,Medium,False,Winter
173077,AA Batteries (4-pack),1,1138.32,2019-02-05 01:17:00,"854 Maple St, Miami, FL 12273",1,Tuesday,2019,2,1138.32,Miami,FL,12273,Accessory,17805594.780000098,11541.47,South,Medium,False,Winter
105644,iPhone,1,1417.17,2019-02-05 01:23:00,"208 Main St, Los Angeles, CA 58388",1,Tuesday,2019,2,1417.17,Los Angeles,CA,58388,Phone,17807011.9500001,12109.84,West,Medium,False,Winter
187947,Macbook Pro Laptop,1,1765.42,2019-02-05 01:39:00,"939 Pine St, Los Angeles, CA 75134",1,Tuesday,2019,2,1765.42,Los Angeles,CA,75134,Computer & Display,17810893.9800001,11215.4,West,Medium,False,Winter
182888,ThinkPad Laptop,1,1859.03,2019-02-05 01:47:00,"721 Main St, Los Angeles, CA 90647",1,Tuesday,2019,2,1859.03,Los Angeles,CA,90647,Computer & Display,17813954.0900001,9497.63,West,Medium,False,Winter
177423,Google Phone,2,320.71,2019-02-05 01:57:00,"639 Oak St, Dallas, TX 70123",1,Tuesday,2019,2,641.42,Dallas,TX,70123,Phone,17814595.510000102,9000.73,South,Low,False,Winter
111777,ThinkPad Laptop,1,1317.18,2019-02-05 02:05:00,"969 Pine St, Miami, FL 40056",2,Tuesday,2019,2,1317.18,Miami,FL,40056,Computer & Display,17816601.4300001,7472.870000000001,South,Medium,False,Winter
127910,Wired Headphones,1,1736.36,2019-02-05 02:09:00,"164 Oak St, Miami, FL 18178",2,Tuesday,2019,2,1736.36,Miami,FL,18178,Audio,17818337.7900001,7443.81,South,Medium,False,Winter
163990,Wired Headphones,1,95.97,2019-02-05 02:13:00,"842 2nd St, Los Angeles, CA 29083",2,Tuesday,2019,2,95.97,Los Angeles,CA,29083,Audio,17819279.3500001,5325.259999999999,West,Low,False,Winter
182104,34in Ultrawide Monitor,1,1194.39,2019-02-05 02:29:00,"189 Park St, San Francisco, CA 87498",2,Tuesday,2019,2,1194.39,San Francisco,CA,87498,Computer & Display,17822951.5600001,7667.3099999999995,West,Medium,False,Winter
134199,USB-C Charging Cable,1,1067.69,2019-02-05 02:33:00,"207 Elm St, Dallas, TX 87986",2,Tuesday,2019,2,1067.69,Dallas,TX,87986,Accessory,17824019.2500001,7417.82,South,Medium,False,Winter
130218,USB-C Charging Cable,1,1276.07,2019-02-05 02:39:00,"785 Maple St, San Francisco, CA 64967",2,Tuesday,2019,2,1276.07,San Francisco,CA,64967,Accessory,17827000.8000001,7817.42,West,Medium,False,Winter
164916,LG Washing Machine,4,192.86,2019-02-05 02:46:00,"533 Pine St, Los Angeles, CA 25219",2,Tuesday,2019,2,771.44,Los Angeles,CA,25219,Other,17828413.8900001,6656.72,West,Low,False,Winter
149800,Wired Headphones,1,508.0,2019-02-05 03:08:00,"321 1st St, New York, NY 99302",3,Tuesday,2019,2,508.0,New York,NY,99302,Audio,17830582.0200001,4857.290000000001,Northeast,Low,False,Winter
165339,Apple Airpods,1,474.25,2019-02-05 03:14:00,"201 3rd St, San Francisco, CA 94168",3,Tuesday,2019,2,474.25,San Francisco,CA,94168,Audio,17831056.2700001,4055.47,West,Low,False,Winter
167395,Google Phone,1,1393.11,2019-02-05 03:16:00,"821 2nd St, Miami, FL 29772",3,Tuesday,2019,2,1393.11,Miami,FL,29772,Phone,17832449.3800001,4806.93,South,Medium,False,Winter
173309,AA Batteries (4-pack),2,533.63,2019-02-05 03:41:00,"727 1st St, Miami, FL 48293",3,Tuesday,2019,2,1067.26,Miami,FL,48293,Accessory,17836691.600000102,8277.71,South,Medium,False,Winter
142361,Bose SoundSport Headphones,1,1611.42,2019-02-05 03:49:00,"353 3rd St, San Francisco, CA 10555",3,Tuesday,2019,2,1611.42,San Francisco,CA,10555,Audio,17838303.020000104,9889.13,West,Medium,False,Winter
199822,Apple Airpods,1,906.78,2019-02-05 04:00:00,"252 Maple St, New York, NY 11237",4,Tuesday,2019,2,906.78,New York,NY,11237,Audio,17839209.800000105,9135.78,Northeast,Low,False,Winter
114556,Apple Airpods,1,305.29,2019-02-05 04:16:00,"804 1st St, New York, NY 70432",4,Tuesday,2019,2,305.29,New York,NY,70432,Audio,17839870.770000104,8814.5,Northeast,Low,False,Winter
165262,LG Washing Machine,1,684.17,2019-02-05 04:19:00,"631 Maple St, San Francisco, CA 92623",4,Tuesday,2019,2,684.17,San Francisco,CA,92623,Other,17840554.940000106,8105.56,West,Low,False,Winter
144787,20in Monitor,1,1171.79,2019-02-05 04:20:00,"556 Maple St, San Francisco, CA 98810",4,Tuesday,2019,2,1171.79,San Francisco,CA,98810,Computer & Display,17841726.730000105,6102.389999999999,West,Medium,False,Winter
197096,USB-C Charging Cable,2,1326.76,2019-02-05 04:32:00,"883 Cedar St, San Francisco, CA 10814",4,Tuesday,2019,2,2653.52,San Francisco,CA,10814,Accessory,17844380.250000104,7688.65,West,Medium,False,Winter
172362,Lightning Charging Cable,1,1509.67,2019-02-05 04:37:00,"686 Cedar St, New York, NY 72093",4,Tuesday,2019,2,1509.67,New York,NY,72093,Accessory,17850368.060000107,10802.58,Northeast,Medium,False,Winter
133047,Samsung TV,4,889.2,2019-02-05 04:39:00,"756 Oak St, San Francisco, CA 60755",4,Tuesday,2019,2,3556.8,San Francisco,CA,60755,Other,17853924.860000107,14054.09,West,Medium,False,Winter
111786,LG Washing Machine,4,911.74,2019-02-05 04:42:00,"655 2nd St, Miami, FL 10063",4,Tuesday,2019,2,3646.96,Miami,FL,10063,Other,17857571.82000011,17016.88,South,Medium,False,Winter
124678,34in Ultrawide Monitor,1,589.11,2019-02-05 04:45:00,"623 Cedar St, New York, NY 29193",4,Tuesday,2019,2,589.11,New York,NY,29193,Computer & Display,17858160.930000108,16434.2,Northeast,Low,False,Winter
132783,34in Ultrawide Monitor,1,1696.37,2019-02-05 04:47:00,"557 Elm St, Dallas, TX 32934",4,Tuesday,2019,2,1696.37,Dallas,TX,32934,Computer & Display,17859857.30000011,15477.050000000001,South,Medium,False,Winter
157079,ThinkPad Laptop,1,774.13,2019-02-05 05:21:00,"859 2nd St, San Francisco, CA 40583",5,Tuesday,2019,2,774.13,San Francisco,CA,40583,Computer & Display,17871097.310000107,17172.449999999997,West,Low,False,Winter
124481,Macbook Pro Laptop,1,1335.13,2019-02-05 05:23:00,"411 Maple St, Miami, FL 51398",5,Tuesday,2019,2,1335.13,Miami,FL,51398,Computer & Display,17875328.700000107,17167.77,South,Medium,False,Winter
199666,Wired Headphones,1,1835.87,2019-02-05 05:26:00,"133 Pine St, Dallas, TX 39060",5,Tuesday,2019,2,1835.87,Dallas,TX,39060,Audio,17879111.970000107,16388.57,South,Medium,False,Winter
173769,Macbook Pro Laptop,1,300.62,2019-02-05 05:30:00,"567 Elm St, Los Angeles, CA 73176",5,Tuesday,2019,2,300.62,Los Angeles,CA,73176,Computer & Display,17879412.590000108,13797.49,West,Low,False,Winter
136758,Wired Headphones,1,1253.01,2019-02-05 05:33:00,"137 Maple St, New York, NY 75952",5,Tuesday,2019,2,1253.01,New York,NY,75952,Audio,17880665.60000011,10342.42,Northeast,Medium,False,Winter
198450,AA Batteries (4-pack),2,682.48,2019-02-05 05:41:00,"113 2nd St, New York, NY 74901",5,Tuesday,2019,2,1364.96,New York,NY,74901,Accessory,17882030.56000011,10933.250000000002,Northeast,Medium,False,Winter
138526,Macbook Pro Laptop,1,999.91,2019-02-05 05:42:00,"495 Maple St, New York, NY 89243",5,Tuesday,2019,2,999.91,New York,NY,89243,Computer & Display,17883939.63000011,8610.93,Northeast,Low,False,Winter
124895,Samsung TV,2,1631.93,2019-02-05 05:52:00,"723 Cedar St, New York, NY 22003",5,Tuesday,2019,2,3263.86,New York,NY,22003,Other,17887203.49000011,9927.39,Northeast,Medium,False,Winter
138358,Macbook Pro Laptop,1,461.94,2019-02-05 06:05:00,"212 2nd St, San Francisco, CA 12749",6,Tuesday,2019,2,461.94,San Francisco,CA,12749,Computer & Display,17889529.49000011,8863.890000000001,West,Low,False,Winter
131627,AA Batteries (4-pack),1,1793.19,2019-02-05 06:08:00,"127 Oak St, New York, NY 91223",6,Tuesday,2019,2,1793.19,New York,NY,91223,Accessory,17891322.68000011,9292.119999999999,Northeast,Medium,False,Winter
158020,Macbook Pro Laptop,1,1699.54,2019-02-05 06:12:00,"493 Main St, Miami, FL 93645",6,Tuesday,2019,2,1699.54,Miami,FL,93645,Computer & Display,17893022.22000011,10082.5,South,Medium,False,Winter
120044,Apple Airpods,1,1450.9,2019-02-05 06:27:00,"165 Main St, Miami, FL 49517",6,Tuesday,2019,2,1450.9,Miami,FL,49517,Audio,17901762.72000011,12695.17,South,Medium,False,Winter
199466,Bose SoundSport Headphones,1,1029.27,2019-02-05 06:45:00,"476 1st St, San Francisco, CA 22430",6,Tuesday,2019,2,1029.27,San Francisco,CA,22430,Audio,17913239.18000011,17159.04,West,Medium,False,Winter
189182,Macbook Pro Laptop,1,1501.99,2019-02-05 06:48:00,"646 3rd St, Miami, FL 79307",6,Tuesday,2019,2,1501.99,Miami,FL,79307,Computer & Display,17914741.17000011,14429.349999999999,South,Medium,False,Winter
195374,Macbook Pro Laptop,2,571.34,2019-02-05 06:50:00,"350 1st St, Los Angeles, CA 83993",6,Tuesday,2019,2,1142.68,Los Angeles,CA,83993,Computer & Display,17915883.85000011,14121.13,West,Medium,False,Winter
186421,Macbook Pro Laptop,1,1210.06,2019-02-05 06:55:00,"693 1st St, San Francisco, CA 31769",6,Tuesday,2019,2,1210.06,San Francisco,CA,31769,Computer & Display,17917093.91000011,14117.779999999999,West,Medium,False,Winter
175877,Google Phone,1,1638.93,2019-02-05 07:23:00,"701 Oak St, New York, NY 69069",7,Tuesday,2019,2,1638.93,New York,NY,69069,Phone,17921145.140000112,7905.959999999999,Northeast,Medium,False,Winter
120608,Wired Headphones,1,527.91,2019-02-05 07:25:00,"809 Park St, Los Angeles, CA 61409",7,Tuesday,2019,2,527.91,Los Angeles,CA,61409,Audio,17921673.050000113,6931.879999999999,West,Low,False,Winter
154043,Macbook Pro Laptop,5,1186.16,2019-02-05 07:26:00,"865 1st St, New York, NY 36630",7,Tuesday,2019,2,5930.8,New York,NY,36630,Computer & Display,17927603.850000113,11720.0,Northeast,High,False,Winter
146600,34in Ultrawide Monitor,1,545.4,2019-02-05 07:51:00,"776 2nd St, San Francisco, CA 33495",7,Tuesday,2019,2,545.4,San Francisco,CA,33495,Computer & Display,17933582.59000011,14076.380000000001,West,Low,False,Winter
153553,Apple Airpods,1,913.99,2019-02-05 07:55:00,"172 Main St, Los Angeles, CA 31940",7,Tuesday,2019,2,913.99,Los Angeles,CA,31940,Audio,17934496.58000011,13351.44,West,Low,False,Winter
113333,Wired Headphones,3,1294.1,2019-02-05 08:04:00,"618 Oak St, Miami, FL 96780",8,Tuesday,2019,2,3882.2999999999997,Miami,FL,96780,Audio,17942085.050000113,14481.199999999999,South,Medium,False,Winter
186190,Bose SoundSport Headphones,1,985.1,2019-02-05 08:07:00,"983 1st St, New York, NY 25411",8,Tuesday,2019,2,985.1,New York,NY,25411,Audio,17943070.150000114,11214.55,Northeast,Low,False,Winter
129305,Lightning Charging Cable,1,1940.4,2019-02-05 08:12:00,"188 Oak St, San Francisco, CA 48758",8,Tuesday,2019,2,1940.4,San Francisco,CA,48758,Accessory,17946073.620000113,11577.039999999999,West,Medium,False,Winter
141876,Lightning Charging Cable,1,1948.33,2019-02-05 08:22:00,"603 Main St, New York, NY 86110",8,Tuesday,2019,2,1948.33,New York,NY,86110,Accessory,17955458.31000011,17255.559999999998,Northeast,Medium,False,Winter
109906,LG Washing Machine,3,592.09,2019-02-05 08:26:00,"833 2nd St, Los Angeles, CA 21016",8,Tuesday,2019,2,1776.27,Los Angeles,CA,21016,Other,17957234.58000011,15149.53,West,Medium,False,Winter
122598,iPhone,1,499.86,2019-02-05 08:29:00,"318 2nd St, New York, NY 75088",8,Tuesday,2019,2,499.86,New York,NY,75088,Phone,17957734.44000011,14664.289999999999,Northeast,Low,False,Winter
121365,Lightning Charging Cable,1,936.94,2019-02-05 08:34:00,"488 Elm St, San Francisco, CA 93625",8,Tuesday,2019,2,936.94,San Francisco,CA,93625,Accessory,17959796.210000113,13722.589999999998,West,Low,False,Winter
165160,LG Washing Machine,5,127.83,2019-02-05 08:53:00,"626 1st St, New York, NY 76754",8,Tuesday,2019,2,639.15,New York,NY,76754,Other,17960735.00000011,5276.6900000000005,Northeast,Low,False,Winter
103182,LG Washing Machine,1,1168.47,2019-02-05 08:55:00,"344 Pine St, Miami, FL 29831",8,Tuesday,2019,2,1168.47,Miami,FL,29831,Other,17961903.47000011,4668.89,South,Medium,False,Winter
174664,LG Washing Machine,1,1063.88,2019-02-05 09:16:00,"892 Main St, New York, NY 37424",9,Tuesday,2019,2,1063.88,New York,NY,37424,Other,17965982.92000011,5887.07,Northeast,Medium,False,Winter
155072,Macbook Pro Laptop,1,1777.12,2019-02-05 09:17:00,"427 3rd St, New York, NY 82661",9,Tuesday,2019,2,1777.12,New York,NY,82661,Computer & Display,17967760.04000011,7025.040000000001,Northeast,Medium,False,Winter
181868,27in FHD Monitor,1,852.15,2019-02-05 09:23:00,"815 1st St, Miami, FL 57235",9,Tuesday,2019,2,852.15,Miami,FL,57235,Computer & Display,17968612.19000011,6708.72,South,Low,False,Winter
